Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Nevin Yan›t,8.01,0.192,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Derval O'Rourke,8.05,0.13,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Eline Berings,8.08,0.136,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Marzia Caravelli,8.09,0.159,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Eva Vital,8.2,0.136,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Elisa Leinonen,8.23,0.159,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Marina Tomi_,8.34,0.15,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,1,NA,Alice Decaux,NA,NA,Disqualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Yuliya Kondakova ,8.07,0.172,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Lucie _krobàkovà,8.07,0.169,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Sara Aerts,8.07,0.149,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Micol Cattaneo,8.09,0.159,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Nadine Hildebrand,8.12,0.152,FastestQualifier
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Nooralotta Neziri,8.13,0.147,FastestQualifier
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Hanna Plotitsyna,8.2,0.173,FastestQualifier
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,2,NA,Ivana Lon_arek,8.22,0.151,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Alina Talay,8.02,0.161,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Veronica Borsi,8.05,0.224,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Svetlana Topylina,8.1,0.162,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Sharona Bakker,8.11,0.137,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Noemi Zb_ren,8.21,0.173,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Reina-Flor Okori,8.22,0.149,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,1,3,NA,Lotta Harala,8.23,0.164,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Yuliya Kondakova,8,0.161,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Alina Talay,8.02,0.17,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Micol Cattaneo,8.08,0.133,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Nooralotta Neziri,8.09,0.146,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Lucie _krobàkovà,8.09,0.158,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Marzia Caravelli,8.12,0.155,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Sara Aerts,8.14,0.156,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,1,NA,Isabelle Pedersen,8.22,0.163,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Nevin Yan›t,7.94,0.179,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Veronica Borsi,7.96,0.206,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Eline Berings,7.98,0.13,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Derval O'Rourke,8,0.139,Qualified
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Sharona Bakker,8.05,0.108,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Nadine Hildebrand,8.11,0.151,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Svetlana Topylina,8.11,0.151,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,2,2,NA,Hanna Plotitsyna,8.16,0.17,Eliminated
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Nevin Yan›t,7.89,0.158,Gold
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Veronica Borsi,7.94,0.176,Silver
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Derval O'Rourke,7.95,0.141,Bronze
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Yuliya Kondakova,7.99,0.159,Finalist
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Eline Berings,8.08,0.127,Finalist
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Micol Cattaneo,8.11,0.18,Finalist
Europeans,Womens,60m Hurdles,2013,Gotenburg,3,1,NA,Nooralotta Neziri,8.19,0.143,Finalist
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Alina Talay,8.06,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Lisa Urech,8.07,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Lucie _krobàkovà,8.17,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Alice Decaux,8.22,NA,FastestQualifier
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Beate Schrott,8.25,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,1,NA,Isabelle Pedersen,8.38,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Christina Vukicevic,7.95,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Tiffany Porter,8.05,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Cindy Roleder,8.09,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Marina Tomi_,8.18,NA,FastestQualifier
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Giulia Pennella,8.25,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Andrea Ivan_evi_,8.43,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,2,NA,Gorana Cvijeti_,8.68,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Aleksandra Antonova,8.11,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Sandra Gomis,8.12,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Katsiaryna Paplauskaya,8.19,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Nadine Hildebrand,8.2,NA,FastestQualifier
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Josephine Onyia,8.33,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,3,NA,Dimitra Arachoviti,8.43,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Carolin Dietrich,7.96,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Derval O'Rourke,8.07,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Elisabeth Davin,8.08,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Anastasiya Solovyova,8.11,NA,FastestQualifier
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Cl_lia Reuse,8.24,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,1,4,NA,Arna Erega,8.62,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Carolin Dietrich,7.94,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Alina Talay,7.95,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Derval O'Rourke,7.98,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Lucie _krobàkovà,8,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Anastasiya Solovyova,8.02,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Lisa Urech,8.06,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Marina Tomi_,8.21,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,1,NA,Alice Decaux,NA,NA,Disqualified
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Tiffany Porter,7.89,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Christina Vukicevic,7.93,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Aleksandra Antonova,7.96,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Sandra Gomis,8,NA,Qualified
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Elisabeth Davin,8.02,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Cindy Roleder,8.06,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Katsiaryna Paplauskaya,8.14,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,2,2,NA,Nadine Hildebrand,8.23,NA,Eliminated
Europeans,Womens,60m Hurdles,2011,Paris,3,1,NA,Carolin Dietrich,7.8,NA,Gold
Europeans,Womens,60m Hurdles,2011,Paris,3,1,NA,Tiffany Porter,7.8,NA,Silver
Europeans,Womens,60m Hurdles,2011,Paris,3,1,NA,Christina Vukicevic,7.83,NA,Bronze
