Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Mujinga Kambundji,11.32,0.142,Qualified
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Tatjana Pinto,11.41,0.145,Qualified
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Andreea Ogr_zeanu,11.45,0.216,Qualified
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Jamile Samuel,11.46,0.151,Qualified
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Daniella Busk,11.76,0.21,Eliminated
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Carla Tavares,11.78,0.162,Eliminated
Europeans,Womens,100m,2014,Zurich,1,1,-0.6,Martina Pretelli,12.68,0.151,Eliminated
Europeans,Womens,100m,2014,Zurich,1,1,-0.4,Mar’a G‡tou,NA,0.166,DNF
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Dafne Schippers,11.1,0.167,Qualified
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Desiree Henry,11.21,0.148,Qualified
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Ayodel_ Ikuesan,11.32,0.17,Qualified
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Lina Grin_ikait_,11.51,0.156,Qualified
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Amy Foster,11.51,0.132,FastestQualifier
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Marisa Lavanchy,11.65,0.151,Eliminated
Europeans,Womens,100m,2014,Zurich,1,2,-0.4,Alexandra Bezekov‡,11.87,0.154,Eliminated
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Verena Sailer,11.25,0.126,Qualified
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Asha Philip,11.28,0.128,Qualified
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Hanna-Maari Latvala,11.3,0.16,Qualified
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Inna Eftimova,11.42,0.134,Qualified
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Olesya Povh,11.43,0.158,FastestQualifier
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Ramona Papaioannou,11.64,0.154,Eliminated
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Kristina _umer,11.85,0.169,Eliminated
Europeans,Womens,100m,2014,Zurich,1,3,0.2,Estefania Sebastian,12.46,0.245,Eliminated
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Myriam Soumar_,11.03,0.151,Qualified
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Ezinne Okparaebo,11.24,0.153,Qualified
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Nataliya Pohrebnyak,11.37,0.167,Qualified
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Audrey Alloh,11.44,0.189,Qualified
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Yeory’a Kokl—ni,11.46,0.137,FastestQualifier
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Maja Mihalinec,11.52,0.174,Eliminated
Europeans,Womens,100m,2014,Zurich,1,4,-0.4,Lenka Kr_‡kov‡,11.74,0.159,Eliminated
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Ivet Lalova,11.17,0.151,Qualified
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Ashleigh Nelson,11.19,0.146,Qualified
Europeans,Womens,100m,2014,Zurich,1,5,0.8,C_line Distel-Bonnet,11.25,0.151,Qualified
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Rebekka Haase,11.35,0.151,Qualified
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Irene Siragusa,11.47,0.14,FastestQualifier
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Phil Healy,11.53,0.148,Eliminated
Europeans,Womens,100m,2014,Zurich,1,5,0.8,Estela Garc’a,11.72,0.183,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Myriam Soumar_,11.17,0.153,Qualified
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Ashleigh Nelson,11.23,0.164,Qualified
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Andreea Ogr_zeanu,11.44,0.195,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Ezinne Okparaebo,11.46,0.14,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Rebekka Haase,11.52,0.159,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Jamile Samuel,11.54,0.139,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Hanna-Maari Latvala,11.57,0.136,Eliminated
Europeans,Womens,100m,2014,Zurich,2,1,-1.9,Amy Foster,11.79,0.148,Eliminated
Europeans,Womens,100m,2014,Zurich,2,2,0.6,Dafne Schippers,11.08,0.152,Qualified
Europeans,Womens,100m,2014,Zurich,2,2,0.6,Desiree Henry,11.21,0.142,Qualified
