Competition,Sex,Event,Year,Venue,Round,Heat,Wind,Sprinter,FinishTime,ReactionTime,Result
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Pascal Martinot-Lagarde,7.58,0.157,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Erik Balnuweit,7.61,0.144,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Francisco Javier L—pez,7.75,0.146,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Aleksey Dryomin,7.76,0.172,FastestQualifier
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Serhiy Kopanayko,7.82,0.141,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Alexander Brorsson,7.85,0.156,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,1,NA,Koen Smet,7.86,0.155,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Bal‡zs Baji,7.67,0.152,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Konstantin Shabanov,7.69,0.152,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Jackson Qui–—nez,7.7,0.164,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Philip Nossmy,7.76,0.162,FastestQualifier
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Matthias BŸhler,7.78,0.17,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Stefano Tedesco,7.85,0.157,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Andres Raja,7.9,0.168,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,2,NA,Milan Trajkovic,7.95,0.162,Eliminated
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,3,NA,Sergey Shubenkov,7.52,0.175,Qualified
Europeans,Mens,60m Hurdles,2013,Gotenburg,1,3,NA,Rasul Dab—,7.68,0.142,Qualified
